Destination Port,Flow Duration,Packet Length Mean,Flow Bytes/s,Total Fwd Packets,Label
80,109774861,66.375,4.837173057,4,DoS Slowhttptest
80,109769736,66.25,4.828288919,4,DoS Slowhttptest
80,109764561,66.625,4.855847781,4,DoS Slowhttptest
80,109759124,66.0,4.81053402,4,DoS Slowhttptest
80,109753976,66.125,4.819870945,4,DoS Slowhttptest
80,109748759,66.5,4.847435222,4,DoS Slowhttptest
80,109743551,66.375,4.83855311,4,DoS Slowhttptest
80,109738381,66.125,4.8205559,4,DoS Slowhttptest
80,109733179,66.625,4.857236479,4,DoS Slowhttptest
80,109727987,67.125,4.89392009,4,DoS Slowhttptest
80,109722764,66.375,4.839469775,4,DoS Slowhttptest
80,109712407,66.5,4.849041367,4,DoS Slowhttptest
80,109717571,65.5,4.775898657,4,DoS Slowhttptest
80,109702003,66.5,4.849501244,4,DoS Slowhttptest
80,109707161,65.875,4.803697363,4,DoS Slowhttptest
80,109696793,66.0,4.813267422,4,DoS Slowhttptest
80,109691594,65.625,4.786146147,4,DoS Slowhttptest
80,109686359,66.0,4.813725287,4,DoS Slowhttptest
80,109681249,65.625,4.786597571,4,DoS Slowhttptest
80,109676031,65.625,4.7868253,4,DoS Slowhttptest
80,109670823,67.5,4.923825547,4,DoS Slowhttptest
80,109665621,65.625,4.787279689,4,DoS Slowhttptest
80,109660430,66.5,4.851339722,4,DoS Slowhttptest
80,109655206,67.25,4.906287805,4,DoS Slowhttptest
80,109650056,65.875,4.806199096,4,DoS Slowhttptest
80,109644856,66.75,4.870269518,4,DoS Slowhttptest
80,109639644,67.0,4.888742616,4,DoS Slowhttptest
80,109634435,66.125,4.825126339,4,DoS Slowhttptest
80,109624211,66.75,4.871186713,4,DoS Slowhttptest
80,109629227,66.375,4.84359887,4,DoS Slowhttptest
80,109618826,65.75,4.798445844,4,DoS Slowhttptest
80,109613617,66.5,4.853411598,4,DoS Slowhttptest
80,109608672,66.5,4.853630559,4,DoS Slowhttptest
80,109603221,66.625,4.862995769,4,DoS Slowhttptest
80,109598077,67.0,4.890596757,4,DoS Slowhttptest
80,109592883,66.5,4.85432982,4,DoS Slowhttptest
80,109582339,66.75,4.873048019,4,DoS Slowhttptest
80,109587556,66.75,4.872816034,4,DoS Slowhttptest
80,109577179,65.5,4.782017613,4,DoS Slowhttptest
80,109571979,66.5,4.855255923,4,DoS Slowhttptest
80,109566805,66.375,4.846358347,4,DoS Slowhttptest
80,109561569,66.375,4.846589957,4,DoS Slowhttptest
80,109556406,66.625,4.865073796,4,DoS Slowhttptest
80,109551227,67.375,4.920072689,4,DoS Slowhttptest
80,109545985,66.125,4.829022259,4,DoS Slowhttptest
80,109535578,66.75,4.875128335,4,DoS Slowhttptest
80,109540785,67.0,4.893154636,4,DoS Slowhttptest
80,109530435,67.125,4.902746894,4,DoS Slowhttptest
80,109525298,65.75,4.802543427,4,DoS Slowhttptest
80,109520046,66.625,4.866688971,4,DoS Slowhttptest
80,109514842,66.875,4.885182595,4,DoS Slowhttptest
80,109509634,66.625,4.867151688,4,DoS Slowhttptest
80,109504425,66.75,4.876515264,4,DoS Slowhttptest
80,109499244,66.625,4.867613515,4,DoS Slowhttptest
80,109494050,66.375,4.849578584,4,DoS Slowhttptest
80,109488859,66.25,4.840675159,4,DoS Slowhttptest
80,109483643,65.625,4.795236856,4,DoS Slowhttptest
80,109478452,66.875,4.886806401,4,DoS Slowhttptest
80,109473298,66.25,4.841363234,4,DoS Slowhttptest
80,109468104,65.75,4.805052621,4,DoS Slowhttptest
80,109462863,65.75,4.805282683,4,DoS Slowhttptest
80,109457664,66.25,4.842054733,4,DoS Slowhttptest
80,109442091,66.125,4.833606478,4,DoS Slowhttptest
80,109436891,65.75,4.806423092,4,DoS Slowhttptest
80,109452457,66.625,4.869694245,4,DoS Slowhttptest
80,109447222,66.375,4.851653521,4,DoS Slowhttptest
80,109431679,66.5,4.861480742,4,DoS Slowhttptest
80,109426487,66.0,4.825157185,4,DoS Slowhttptest
80,109421474,67.375,4.925906957,4,DoS Slowhttptest
80,109410897,66.5,4.862404153,4,DoS Slowhttptest
80,109416067,67.125,4.907871529,4,DoS Slowhttptest
80,109405749,66.375,4.853492662,4,DoS Slowhttptest
80,109400547,65.75,4.808019836,4,DoS Slowhttptest
80,109395351,67.375,4.927083236,4,DoS Slowhttptest
80,109390169,65.875,4.817617569,4,DoS Slowhttptest
80,109379720,67.375,4.927787345,4,DoS Slowhttptest
80,109384871,66.875,4.890987164,4,DoS Slowhttptest
80,109374698,66.75,4.882299195,4,DoS Slowhttptest
80,109369309,66.625,4.87339643,4,DoS Slowhttptest
80,109364114,67.375,4.928490528,4,DoS Slowhttptest
80,109353716,65.875,4.819223519,4,DoS Slowhttptest
80,109358947,65.625,4.800704601,4,DoS Slowhttptest
80,109348540,67.25,4.920047401,4,DoS Slowhttptest
80,109338134,66.5,4.865640015,4,DoS Slowhttptest
80,109343490,67.25,4.920274632,4,DoS Slowhttptest
80,109332954,67.0,4.902456034,4,DoS Slowhttptest
80,109327757,67.125,4.911835884,4,DoS Slowhttptest
80,109322585,67.0,4.90292102,4,DoS Slowhttptest
80,109317368,66.5,4.866564296,4,DoS Slowhttptest
80,109312176,67.375,4.930832225,4,DoS Slowhttptest
80,109296587,66.75,4.885788428,4,DoS Slowhttptest
80,109307191,67.0,4.903611511,4,DoS Slowhttptest
80,109301773,66.375,4.858109667,4,DoS Slowhttptest
80,109291388,66.875,4.895170697,4,DoS Slowhttptest
80,109286192,65.875,4.822201143,4,DoS Slowhttptest
80,109281053,67.125,4.913935081,4,DoS Slowhttptest
80,109275840,66.625,4.877564885,4,DoS Slowhttptest
80,102689743,318.1111111,55.76019408,14,DoS Slowhttptest
80,102684731,318.1111111,55.76291572,14,DoS Slowhttptest
80,119703287,260.2727273,47.83494375,18,DoS Slowhttptest
80,119698140,260.2727273,47.83700064,18,DoS Slowhttptest
80,103693074,301.3684211,55.22066016,15,DoS Slowhttptest
80,63091435,0.0,0.0,7,DoS Slowhttptest
80,63096574,0.0,0.0,7,DoS Slowhttptest
80,63086221,0.0,0.0,7,DoS Slowhttptest
80,63081038,0.0,0.0,7,DoS Slowhttptest
80,63139562,0.0,0.0,7,DoS Slowhttptest
80,63134358,0.0,0.0,7,DoS Slowhttptest
80,63129198,0.0,0.0,7,DoS Slowhttptest
80,63118884,0.0,0.0,7,DoS Slowhttptest
80,63124031,0.0,0.0,7,DoS Slowhttptest
80,63113736,0.0,0.0,7,DoS Slowhttptest
80,63108562,0.0,0.0,7,DoS Slowhttptest
80,63103410,0.0,0.0,7,DoS Slowhttptest
80,63156753,0.0,0.0,7,DoS Slowhttptest
80,63151585,0.0,0.0,7,DoS Slowhttptest
80,63146386,0.0,0.0,7,DoS Slowhttptest
80,63141281,0.0,0.0,7,DoS Slowhttptest
80,63136066,0.0,0.0,7,DoS Slowhttptest
80,63125871,0.0,0.0,7,DoS Slowhttptest
80,63130890,0.0,0.0,7,DoS Slowhttptest
80,63120745,0.0,0.0,7,DoS Slowhttptest
80,63115404,0.0,0.0,7,DoS Slowhttptest
80,63110222,0.0,0.0,7,DoS Slowhttptest
80,63105020,0.0,0.0,7,DoS Slowhttptest
80,63099870,0.0,0.0,7,DoS Slowhttptest
80,63089515,0.0,0.0,7,DoS Slowhttptest
80,63094917,0.0,0.0,7,DoS Slowhttptest
80,63084607,0.0,0.0,7,DoS Slowhttptest
80,63142847,0.0,0.0,7,DoS Slowhttptest
80,63137933,0.0,0.0,7,DoS Slowhttptest
80,63132529,0.0,0.0,7,DoS Slowhttptest
80,63127388,0.0,0.0,7,DoS Slowhttptest
80,63122194,0.0,0.0,7,DoS Slowhttptest
80,63117045,0.0,0.0,7,DoS Slowhttptest
80,63106684,0.0,0.0,7,DoS Slowhttptest
80,63111871,0.0,0.0,7,DoS Slowhttptest
80,63159900,0.0,0.0,7,DoS Slowhttptest
80,63101502,0.0,0.0,7,DoS Slowhttptest
80,63154912,0.0,0.0,7,DoS Slowhttptest
80,63149593,0.0,0.0,7,DoS Slowhttptest
80,63144389,0.0,0.0,7,DoS Slowhttptest
80,63139273,0.0,0.0,7,DoS Slowhttptest
80,63134095,0.0,0.0,7,DoS Slowhttptest
80,63128927,0.0,0.0,7,DoS Slowhttptest
80,63123744,0.0,0.0,7,DoS Slowhttptest
80,63118567,0.0,0.0,7,DoS Slowhttptest
80,63113398,0.0,0.0,7,DoS Slowhttptest
80,63108258,0.0,0.0,7,DoS Slowhttptest
80,63103095,0.0,0.0,7,DoS Slowhttptest
80,63097952,0.0,0.0,7,DoS Slowhttptest
80,63092778,0.0,0.0,7,DoS Slowhttptest
80,63087598,0.0,0.0,7,DoS Slowhttptest
80,63082496,0.0,0.0,7,DoS Slowhttptest
80,63140930,0.0,0.0,7,DoS Slowhttptest
80,63135604,0.0,0.0,7,DoS Slowhttptest
80,63130481,0.0,0.0,7,DoS Slowhttptest
80,83385227,247.6190476,62.36116621,18,DoS Slowhttptest
80,83430584,247.6190476,62.32726358,18,DoS Slowhttptest
80,115509558,236.3636364,45.01791964,19,DoS Slowhttptest
80,115504730,236.3636364,45.01980135,19,DoS Slowhttptest
80,108771223,66.625,4.900193133,4,DoS Slowhttptest
80,108766022,66.75,4.909621499,4,DoS Slowhttptest
80,108755605,58.44444444,4.836532333,5,DoS Slowhttptest
80,108760620,261.0714286,33.60591361,10,DoS Slowhttptest
80,108750317,52.8,4.855158261,6,DoS Slowhttptest
80,108745153,52.6,4.836997195,6,DoS Slowhttptest
80,108739859,52.5,4.828036424,6,DoS Slowhttptest
80,108734887,53.4,4.911027314,6,DoS Slowhttptest
80,108729482,53.2,4.892877168,6,DoS Slowhttptest
80,108724296,53.6,4.929900857,6,DoS Slowhttptest
80,108708941,52.5,4.82940957,6,DoS Slowhttptest
80,108349968,48.90909091,4.965391406,7,DoS Slowhttptest
80,108344829,48.72727273,4.947167345,7,DoS Slowhttptest
80,108334479,48.45454545,4.91994797,7,DoS Slowhttptest
80,108313695,48.18181818,4.893194716,7,DoS Slowhttptest
80,108318853,48.63636364,4.939121724,7,DoS Slowhttptest
80,108298120,48.36363636,4.912365976,7,DoS Slowhttptest
80,108303300,48.18181818,4.893664367,7,DoS Slowhttptest
80,108292928,48.27272727,4.903367282,7,DoS Slowhttptest
80,108287742,48.54545455,4.931306075,7,DoS Slowhttptest
80,108282788,47.63636364,4.839180905,7,DoS Slowhttptest
80,108272215,48.09090909,4.88583336,7,DoS Slowhttptest
80,108277378,48.36363636,4.913307007,7,DoS Slowhttptest
80,63125129,0.0,0.0,7,DoS Slowhttptest
80,63119948,0.0,0.0,7,DoS Slowhttptest
80,63115024,0.0,0.0,7,DoS Slowhttptest
80,63109685,0.0,0.0,7,DoS Slowhttptest
80,63163080,0.0,0.0,7,DoS Slowhttptest
80,63104527,0.0,0.0,7,DoS Slowhttptest
80,63157921,0.0,0.0,7,DoS Slowhttptest
80,63142448,0.0,0.0,7,DoS Slowhttptest
80,63152742,0.0,0.0,7,DoS Slowhttptest
80,63147559,0.0,0.0,7,DoS Slowhttptest
80,63137222,0.0,0.0,7,DoS Slowhttptest
80,63132107,0.0,0.0,7,DoS Slowhttptest
80,63127013,0.0,0.0,7,DoS Slowhttptest
80,63121751,0.0,0.0,7,DoS Slowhttptest
80,63116748,0.0,0.0,7,DoS Slowhttptest
80,63111401,0.0,0.0,7,DoS Slowhttptest
80,63106244,0.0,0.0,7,DoS Slowhttptest
80,63101290,0.0,0.0,7,DoS Slowhttptest
80,63090763,0.0,0.0,7,DoS Slowhttptest
80,63096196,0.0,0.0,7,DoS Slowhttptest
80,63085570,0.0,0.0,7,DoS Slowhttptest
80,63080622,0.0,0.0,7,DoS Slowhttptest
80,63138867,0.0,0.0,7,DoS Slowhttptest
80,63133510,0.0,0.0,7,DoS Slowhttptest
80,63128555,0.0,0.0,7,DoS Slowhttptest
80,63123129,0.0,0.0,7,DoS Slowhttptest
80,63118218,0.0,0.0,7,DoS Slowhttptest
80,63113029,0.0,0.0,7,DoS Slowhttptest
80,63102654,0.0,0.0,7,DoS Slowhttptest
80,63107611,0.0,0.0,7,DoS Slowhttptest
80,63160784,0.0,0.0,7,DoS Slowhttptest
80,63155866,0.0,0.0,7,DoS Slowhttptest
80,63098450,0.0,0.0,7,DoS Slowhttptest
80,63093282,0.0,0.0,7,DoS Slowhttptest
80,63083077,0.0,0.0,7,DoS Slowhttptest
80,63141664,0.0,0.0,7,DoS Slowhttptest
80,63136499,0.0,0.0,7,DoS Slowhttptest
80,63131358,0.0,0.0,7,DoS Slowhttptest
80,63126153,0.0,0.0,7,DoS Slowhttptest
80,63120998,0.0,0.0,7,DoS Slowhttptest
80,63115994,0.0,0.0,7,DoS Slowhttptest
80,63110867,0.0,0.0,7,DoS Slowhttptest
80,63100322,0.0,0.0,7,DoS Slowhttptest
80,63105663,0.0,0.0,7,DoS Slowhttptest
80,63158721,0.0,0.0,7,DoS Slowhttptest
80,63153607,0.0,0.0,7,DoS Slowhttptest
80,63143367,0.0,0.0,7,DoS Slowhttptest
80,63148452,0.0,0.0,7,DoS Slowhttptest
80,63138225,0.0,0.0,7,DoS Slowhttptest
80,63133273,0.0,0.0,7,DoS Slowhttptest
80,63127988,0.0,0.0,7,DoS Slowhttptest
80,63117204,0.0,0.0,7,DoS Slowhttptest
80,63122823,0.0,0.0,7,DoS Slowhttptest
80,63111989,0.0,0.0,7,DoS Slowhttptest
80,63106874,0.0,0.0,7,DoS Slowhttptest
80,63101766,0.0,0.0,7,DoS Slowhttptest
80,63096669,0.0,0.0,7,DoS Slowhttptest
80,63091675,0.0,0.0,7,DoS Slowhttptest
80,63086339,0.0,0.0,7,DoS Slowhttptest
80,63081173,0.0,0.0,7,DoS Slowhttptest
80,63139567,0.0,0.0,7,DoS Slowhttptest
80,63134415,0.0,0.0,7,DoS Slowhttptest
80,63129233,0.0,0.0,7,DoS Slowhttptest
80,63124084,0.0,0.0,7,DoS Slowhttptest
80,63113744,0.0,0.0,7,DoS Slowhttptest
80,63118901,0.0,0.0,7,DoS Slowhttptest
80,63103374,0.0,0.0,7,DoS Slowhttptest
80,63108679,0.0,0.0,7,DoS Slowhttptest
80,63161964,0.0,0.0,7,DoS Slowhttptest
80,63156819,0.0,0.0,7,DoS Slowhttptest
80,63151625,0.0,0.0,7,DoS Slowhttptest
80,63141300,0.0,0.0,7,DoS Slowhttptest
80,63146505,0.0,0.0,7,DoS Slowhttptest
80,63136127,0.0,0.0,7,DoS Slowhttptest
80,63130971,0.0,0.0,7,DoS Slowhttptest
80,63120610,0.0,0.0,7,DoS Slowhttptest
80,63125797,0.0,0.0,7,DoS Slowhttptest
80,63110303,0.0,0.0,7,DoS Slowhttptest
80,63115476,0.0,0.0,7,DoS Slowhttptest
80,63105140,0.0,0.0,7,DoS Slowhttptest
80,63094791,0.0,0.0,7,DoS Slowhttptest
80,63100002,0.0,0.0,7,DoS Slowhttptest
80,63089620,0.0,0.0,7,DoS Slowhttptest
80,63084470,0.0,0.0,7,DoS Slowhttptest
80,63142989,0.0,0.0,7,DoS Slowhttptest
80,63137798,0.0,0.0,7,DoS Slowhttptest
80,63132673,0.0,0.0,7,DoS Slowhttptest
80,63127487,0.0,0.0,7,DoS Slowhttptest
80,63117119,0.0,0.0,7,DoS Slowhttptest
80,63122325,0.0,0.0,7,DoS Slowhttptest
80,63106809,0.0,0.0,7,DoS Slowhttptest
80,63112006,0.0,0.0,7,DoS Slowhttptest
80,63101630,0.0,0.0,7,DoS Slowhttptest
80,63159992,0.0,0.0,7,DoS Slowhttptest
80,63154836,0.0,0.0,7,DoS Slowhttptest
80,63149647,0.0,0.0,7,DoS Slowhttptest
80,63144534,0.0,0.0,7,DoS Slowhttptest
80,63134137,0.0,0.0,7,DoS Slowhttptest
80,63139503,0.0,0.0,7,DoS Slowhttptest
80,63129003,0.0,0.0,7,DoS Slowhttptest
80,63123807,0.0,0.0,7,DoS Slowhttptest
80,63118661,0.0,0.0,7,DoS Slowhttptest
80,109694462,272.6666667,52.19953583,17,DoS Slowhttptest
80,63092750,0.0,0.0,7,DoS Slowhttptest
80,63087585,0.0,0.0,7,DoS Slowhttptest
80,109663483,272.6666667,52.21428176,17,DoS Slowhttptest
80,63147907,0.0,0.0,7,DoS Slowhttptest
80,63137530,0.0,0.0,7,DoS Slowhttptest
80,63132449,0.0,0.0,7,DoS Slowhttptest
80,119702818,260.2727273,47.83513117,18,DoS Slowhttptest
80,119697448,260.2727273,47.8372772,18,DoS Slowhttptest
80,63116833,0.0,0.0,7,DoS Slowhttptest
80,63111699,0.0,0.0,7,DoS Slowhttptest
80,63106524,0.0,0.0,7,DoS Slowhttptest
80,63101390,0.0,0.0,7,DoS Slowhttptest
80,63096209,0.0,0.0,7,DoS Slowhttptest
80,63091085,0.0,0.0,7,DoS Slowhttptest
80,63085875,0.0,0.0,7,DoS Slowhttptest
80,63080741,0.0,0.0,7,DoS Slowhttptest
80,63138881,0.0,0.0,7,DoS Slowhttptest
80,63133731,0.0,0.0,7,DoS Slowhttptest
80,63128530,0.0,0.0,7,DoS Slowhttptest
80,63123380,0.0,0.0,7,DoS Slowhttptest
80,63113090,0.0,0.0,7,DoS Slowhttptest
80,63118240,0.0,0.0,7,DoS Slowhttptest
80,63107934,0.0,0.0,7,DoS Slowhttptest
80,63102745,0.0,0.0,7,DoS Slowhttptest
80,63156162,0.0,0.0,7,DoS Slowhttptest
80,63145985,0.0,0.0,7,DoS Slowhttptest
80,63151115,0.0,0.0,7,DoS Slowhttptest
80,63140709,0.0,0.0,7,DoS Slowhttptest
80,63135525,0.0,0.0,7,DoS Slowhttptest
80,63130392,0.0,0.0,7,DoS Slowhttptest
80,63125182,0.0,0.0,7,DoS Slowhttptest
80,63120074,0.0,0.0,7,DoS Slowhttptest
80,63114949,0.0,0.0,7,DoS Slowhttptest
80,63104602,0.0,0.0,7,DoS Slowhttptest
80,63109732,0.0,0.0,7,DoS Slowhttptest
80,63099457,0.0,0.0,7,DoS Slowhttptest
80,63094320,0.0,0.0,7,DoS Slowhttptest
80,63089158,0.0,0.0,7,DoS Slowhttptest
80,63142391,0.0,0.0,7,DoS Slowhttptest
80,63083953,0.0,0.0,7,DoS Slowhttptest
80,63137197,0.0,0.0,7,DoS Slowhttptest
80,63132049,0.0,0.0,7,DoS Slowhttptest
80,63126954,0.0,0.0,7,DoS Slowhttptest
80,63121670,0.0,0.0,7,DoS Slowhttptest
80,63116520,0.0,0.0,7,DoS Slowhttptest
80,63111407,0.0,0.0,7,DoS Slowhttptest
80,63100867,0.0,0.0,7,DoS Slowhttptest
80,63105920,0.0,0.0,7,DoS Slowhttptest
80,63159513,0.0,0.0,7,DoS Slowhttptest
80,63144047,0.0,0.0,7,DoS Slowhttptest
80,63149197,0.0,0.0,7,DoS Slowhttptest
80,63154317,0.0,0.0,7,DoS Slowhttptest
80,63138822,0.0,0.0,7,DoS Slowhttptest
80,63128650,0.0,0.0,7,DoS Slowhttptest
80,63133697,0.0,0.0,7,DoS Slowhttptest
80,63123466,0.0,0.0,7,DoS Slowhttptest
80,63113139,0.0,0.0,7,DoS Slowhttptest
80,63118290,0.0,0.0,7,DoS Slowhttptest
80,63108022,0.0,0.0,7,DoS Slowhttptest
80,63097781,0.0,0.0,7,DoS Slowhttptest
80,63102820,0.0,0.0,7,DoS Slowhttptest
80,63092454,0.0,0.0,7,DoS Slowhttptest
80,63087548,0.0,0.0,7,DoS Slowhttptest
80,83426649,247.6190476,62.33020339,18,DoS Slowhttptest
80,83387155,247.6190476,62.35972435,18,DoS Slowhttptest
80,115510950,236.3636364,45.01737714,19,DoS Slowhttptest
80,115505747,236.3636364,45.01940497,19,DoS Slowhttptest
80,107768490,67.0,4.97362448,4,DoS Slowhttptest
80,107763450,65.5,4.862502082,4,DoS Slowhttptest
80,107758322,66.75,4.955533736,4,DoS Slowhttptest
80,107752911,260.7857143,33.88307533,10,DoS Slowhttptest
80,107747726,58.77777778,4.909616376,5,DoS Slowhttptest
80,107742563,59.44444444,4.965539942,5,DoS Slowhttptest
80,107737443,58.66666667,4.90080315,5,DoS Slowhttptest
80,107706296,53.3,4.948642928,6,DoS Slowhttptest
80,107701117,53.0,4.921026028,6,DoS Slowhttptest
80,107695986,53.1,4.930545879,6,DoS Slowhttptest
80,107690797,52.5,4.875068387,6,DoS Slowhttptest
80,107685656,53.0,4.921732566,6,DoS Slowhttptest
80,107680465,52.5,4.875536152,6,DoS Slowhttptest
80,107675257,52.6,4.885059155,6,DoS Slowhttptest
80,107670143,52.7,4.894578806,6,DoS Slowhttptest
80,107664928,52.8,4.904103962,6,DoS Slowhttptest
80,107659767,53.3,4.95078166,6,DoS Slowhttptest
80,107654625,53.3,4.951018129,6,DoS Slowhttptest
80,107649438,53.5,4.969835514,6,DoS Slowhttptest
80,107644453,53.3,4.951485981,6,DoS Slowhttptest
80,107633958,53.6,4.979841027,6,DoS Slowhttptest
80,107639114,53.2,4.942441277,6,DoS Slowhttptest
80,107623571,53.0,4.924571774,6,DoS Slowhttptest
80,107618451,53.2,4.943390237,6,DoS Slowhttptest
80,107613260,53.9,5.00867644,6,DoS Slowhttptest
80,107608078,53.2,4.943866761,6,DoS Slowhttptest
80,107597760,53.2,4.944340849,6,DoS Slowhttptest
80,107203403,201.1538462,24.39288238,9,DoS Slowhttptest
80,63082171,0.0,0.0,7,DoS Slowhttptest
80,63140389,0.0,0.0,7,DoS Slowhttptest
80,63130061,0.0,0.0,7,DoS Slowhttptest
80,63135248,0.0,0.0,7,DoS Slowhttptest
80,63124907,0.0,0.0,7,DoS Slowhttptest
80,63119738,0.0,0.0,7,DoS Slowhttptest
80,63109489,0.0,0.0,7,DoS Slowhttptest
80,63114640,0.0,0.0,7,DoS Slowhttptest
80,63104324,0.0,0.0,7,DoS Slowhttptest
80,63163085,0.0,0.0,7,DoS Slowhttptest
80,63157873,0.0,0.0,7,DoS Slowhttptest
80,63152816,0.0,0.0,7,DoS Slowhttptest
80,63147523,0.0,0.0,7,DoS Slowhttptest
80,63142354,0.0,0.0,7,DoS Slowhttptest
80,63137179,0.0,0.0,7,DoS Slowhttptest
80,63132069,0.0,0.0,7,DoS Slowhttptest
80,63126939,0.0,0.0,7,DoS Slowhttptest
80,63121762,0.0,0.0,7,DoS Slowhttptest
80,63116639,0.0,0.0,7,DoS Slowhttptest
80,63106275,0.0,0.0,7,DoS Slowhttptest
80,63111689,0.0,0.0,7,DoS Slowhttptest
80,63101134,0.0,0.0,7,DoS Slowhttptest
80,63095999,0.0,0.0,7,DoS Slowhttptest
80,63090851,0.0,0.0,7,DoS Slowhttptest
80,63085704,0.0,0.0,7,DoS Slowhttptest
80,63080553,0.0,0.0,7,DoS Slowhttptest
80,63138798,0.0,0.0,7,DoS Slowhttptest
80,63133651,0.0,0.0,7,DoS Slowhttptest
80,63128653,0.0,0.0,7,DoS Slowhttptest
80,63123389,0.0,0.0,7,DoS Slowhttptest
80,63118158,0.0,0.0,7,DoS Slowhttptest
80,63112993,0.0,0.0,7,DoS Slowhttptest
80,63135301,0.0,0.0,7,DoS Slowhttptest
80,63130160,0.0,0.0,7,DoS Slowhttptest
80,63125012,0.0,0.0,7,DoS Slowhttptest
80,63114674,0.0,0.0,7,DoS Slowhttptest
80,63119811,0.0,0.0,7,DoS Slowhttptest
80,63159581,0.0,0.0,7,DoS Slowhttptest
80,105629377,286.3,54.20840454,16,DoS Slowhttptest
80,63118148,0.0,0.0,7,DoS Slowhttptest
80,63112990,0.0,0.0,7,DoS Slowhttptest
80,63123375,0.0,0.0,7,DoS Slowhttptest
80,63102669,0.0,0.0,7,DoS Slowhttptest
80,63107864,0.0,0.0,7,DoS Slowhttptest
80,63092292,0.0,0.0,7,DoS Slowhttptest
80,63097476,0.0,0.0,7,DoS Slowhttptest
80,63087154,0.0,0.0,7,DoS Slowhttptest
80,63082183,0.0,0.0,7,DoS Slowhttptest
80,63135339,0.0,0.0,7,DoS Slowhttptest
80,63130142,0.0,0.0,7,DoS Slowhttptest
80,63140509,0.0,0.0,7,DoS Slowhttptest
80,63119878,0.0,0.0,7,DoS Slowhttptest
80,63125020,0.0,0.0,7,DoS Slowhttptest
80,63114747,0.0,0.0,7,DoS Slowhttptest
80,63104395,0.0,0.0,7,DoS Slowhttptest
80,63109579,0.0,0.0,7,DoS Slowhttptest
80,63162786,0.0,0.0,7,DoS Slowhttptest
80,63157638,0.0,0.0,7,DoS Slowhttptest
80,63152502,0.0,0.0,7,DoS Slowhttptest
80,63147367,0.0,0.0,7,DoS Slowhttptest
80,63142164,0.0,0.0,7,DoS Slowhttptest
80,63137028,0.0,0.0,7,DoS Slowhttptest
80,63131880,0.0,0.0,7,DoS Slowhttptest
80,63126712,0.0,0.0,7,DoS Slowhttptest
80,63121606,0.0,0.0,7,DoS Slowhttptest
80,63116420,0.0,0.0,7,DoS Slowhttptest
